lang	lang_desc	denom	num	pct100str	pct100	denom_1	num_1	pct100str_1	pct100_1	denom_2	num_2	pct100str_2	pct100_2	denom_3	num_3	pct100str_3	pct100_3	denom_4	num_4	pct100str_4	pct100_4	denom_5	num_5	pct100str_5	pct100_5
dar	Dargwa	2499	54	2.2	2.1608643457382954	503	13	2.6	2.584493041749503	503	13	2.6	2.584493041749503	500	9	1.8	1.8	500	12	2.4	2.4	493	7	1.4	1.4198782961460445
tli	Tlingit	2499	52	2.1	2.0808323329331735	503	22	4.4	4.3737574552683895	503	9	1.8	1.7892644135188867	500	9	1.8	1.8	500	5	1.0	1.0	493	7	1.4	1.4198782961460445
bdr	West Coast Bajau	2499	51	2.0	2.0408163265306123	503	11	2.2	2.1868787276341948	503	11	2.2	2.1868787276341948	500	11	2.2	2.2	500	11	2.2	2.2	493	7	1.4	1.4198782961460445
abq	Abaza	2499	51	2.0	2.0408163265306123	503	12	2.4	2.3856858846918487	503	9	1.8	1.7892644135188867	500	17	3.4	3.4	500	6	1.2	1.2	493	7	1.4	1.4198782961460445
bbl	Bats	2499	50	2.0	2.000800320128051	503	5	1.0	0.9940357852882704	503	10	2.0	1.9880715705765408	500	10	2.0	2.0	500	14	2.8	2.8	493	11	2.2	2.231237322515213
mrc	Maricopa	2499	49	2.0	1.9607843137254901	503	25	5.0	4.970178926441352	503	9	1.8	1.7892644135188867	500	5	1.0	1.0	500	5	1.0	1.0	493	5	1.0	1.0141987829614605
pcd	Picard	2499	48	1.9	1.9207683073229291	503	22	4.4	4.3737574552683895	503	8	1.6	1.5904572564612327	500	6	1.2	1.2	500	6	1.2	1.2	493	6	1.2	1.2170385395537526
new	Newar	2499	41	1.6	1.640656262505002	503	9	1.8	1.7892644135188867	503	8	1.6	1.5904572564612327	500	8	1.6	1.6	500	11	2.2	2.2	493	5	1.0	1.0141987829614605
crs	Seychellois Creole	2499	40	1.6	1.6006402561024409	503	13	2.6	2.584493041749503	503	5	1.0	0.9940357852882704	500	10	2.0	2.0	500	9	1.8	1.8	493	3	0.6	0.6085192697768763
lki	Laki	2499	39	1.6	1.56062424969988	503	11	2.2	2.1868787276341948	503	9	1.8	1.7892644135188867	500	7	1.4	1.4	500	8	1.6	1.6	493	4	0.8	0.8113590263691683
bdk	Budukh	2499	38	1.5	1.520608243297319	503	17	3.4	3.3797216699801194	503	8	1.6	1.5904572564612327	500	4	0.8	0.8	500	4	0.8	0.8	493	5	1.0	1.0141987829614605
yur	Yurok	2499	37	1.5	1.480592236894758	503	17	3.4	3.3797216699801194	503	4	0.8	0.7952286282306164	500	6	1.2	1.2	500	7	1.4	1.4	493	3	0.6	0.6085192697768763
rar	Rarotongan	2499	36	1.4	1.440576230492197	503	10	2.0	1.9880715705765408	503	10	2.0	1.9880715705765408	500	6	1.2	1.2	500	6	1.2	1.2	493	4	0.8	0.8113590263691683
sdh	Southern Kurdish	2499	35	1.4	1.4005602240896358	503	12	2.4	2.3856858846918487	503	6	1.2	1.1928429423459244	500	5	1.0	1.0	500	7	1.4	1.4	493	5	1.0	1.0141987829614605
gmw-cfr	Central Franconian	2499	34	1.4	1.3605442176870748	503	10	2.0	1.9880715705765408	503	4	0.8	0.7952286282306164	500	11	2.2	2.2	500	4	0.8	0.8	493	5	1.0	1.0141987829614605
pnb	Western Punjabi	2499	34	1.4	1.3605442176870748	503	7	1.4	1.3916500994035785	503	4	0.8	0.7952286282306164	500	11	2.2	2.2	500	8	1.6	1.6	493	4	0.8	0.8113590263691683
avd	Alviri-Vidari	2499	34	1.4	1.3605442176870748	503	21	4.2	4.174950298210735	503	5	1.0	0.9940357852882704	500	3	0.6	0.6	500	4	0.8	0.8	493	1	0.2	0.2028397565922921
fax	Fala	2499	34	1.4	1.3605442176870748	503	17	3.4	3.3797216699801194	503	4	0.8	0.7952286282306164	500	4	0.8	0.8	500	6	1.2	1.2	493	3	0.6	0.6085192697768763
zun	Zuni	2499	33	1.3	1.3205282112845138	503	13	2.6	2.584493041749503	503	5	1.0	0.9940357852882704	500	13	2.6	2.6	500	1	0.2	0.2	493	1	0.2	0.2028397565922921
bla	Blackfoot	2499	31	1.2	1.2404961984793919	503	12	2.4	2.3856858846918487	503	5	1.0	0.9940357852882704	500	4	0.8	0.8	500	7	1.4	1.4	493	3	0.6	0.6085192697768763
xsv	Sudovian	2499	28	1.1	1.1204481792717087	503	4	0.8	0.7952286282306164	503	7	1.4	1.3916500994035785	500	5	1.0	1.0	500	5	1.0	1.0	493	7	1.4	1.4198782961460445
ami	Amis	2499	27	1.1	1.0804321728691477	503	11	2.2	2.1868787276341948	503	5	1.0	0.9940357852882704	500	3	0.6	0.6	500	6	1.2	1.2	493	2	0.4	0.4056795131845842
moh	Mohawk	2499	24	1.0	0.9603841536614646	503	11	2.2	2.1868787276341948	503	6	1.2	1.1928429423459244	500	3	0.6	0.6	500	4	0.8	0.8	493	0	0.0	0.0
arq	Algerian Arabic	2499	23	0.9	0.9203681472589036	503	12	2.4	2.3856858846918487	503	5	1.0	0.9940357852882704	500	3	0.6	0.6	500	1	0.2	0.2	493	2	0.4	0.4056795131845842
ts	Tsonga	2499	23	0.9	0.9203681472589036	503	5	1.0	0.9940357852882704	503	5	1.0	0.9940357852882704	500	7	1.4	1.4	500	3	0.6	0.6	493	3	0.6	0.6085192697768763
hif	Fiji Hindi	2499	22	0.9	0.8803521408563425	503	6	1.2	1.1928429423459244	503	3	0.6	0.5964214711729622	500	7	1.4	1.4	500	4	0.8	0.8	493	2	0.4	0.4056795131845842
pwn	Paiwan	2499	21	0.8	0.8403361344537815	503	7	1.4	1.3916500994035785	503	5	1.0	0.9940357852882704	500	4	0.8	0.8	500	3	0.6	0.6	493	2	0.4	0.4056795131845842
ve	Venda	2499	20	0.8	0.8003201280512204	503	8	1.6	1.5904572564612327	503	3	0.6	0.5964214711729622	500	3	0.6	0.6	500	5	1.0	1.0	493	1	0.2	0.2028397565922921
abe	Abenaki	2499	16	0.6	0.6402561024409764	503	4	0.8	0.7952286282306164	503	4	0.8	0.7952286282306164	500	5	1.0	1.0	500	2	0.4	0.4	493	1	0.2	0.2028397565922921
ckv	Kavalan	2499	15	0.6	0.6002400960384153	503	5	1.0	0.9940357852882704	503	2	0.4	0.3976143141153082	500	4	0.8	0.8	500	2	0.4	0.4	493	2	0.4	0.4056795131845842
klj	Khalaj	2499	15	0.6	0.6002400960384153	503	9	1.8	1.7892644135188867	503	2	0.4	0.3976143141153082	500	1	0.2	0.2	500	2	0.4	0.4	493	1	0.2	0.2028397565922921
mga	Middle Irish	2499	14	0.6	0.5602240896358543	503	3	0.6	0.5964214711729622	503	1	0.2	0.1988071570576541	500	6	1.2	1.2	500	1	0.2	0.2	493	3	0.6	0.6085192697768763
fkv	Kven	2499	14	0.6	0.5602240896358543	503	7	1.4	1.3916500994035785	503	2	0.4	0.3976143141153082	500	2	0.4	0.4	500	1	0.2	0.2	493	2	0.4	0.4056795131845842
nwy	Nottoway-Meherrin	2499	14	0.6	0.5602240896358543	503	3	0.6	0.5964214711729622	503	4	0.8	0.7952286282306164	500	3	0.6	0.6	500	3	0.6	0.6	493	1	0.2	0.2028397565922921
bnn	Bunun	2499	13	0.5	0.5202080832332934	503	4	0.8	0.7952286282306164	503	3	0.6	0.5964214711729622	500	3	0.6	0.6	500	3	0.6	0.6	493	0	0.0	0.0
tsu	Tsou	2499	12	0.5	0.4801920768307323	503	4	0.8	0.7952286282306164	503	2	0.4	0.3976143141153082	500	3	0.6	0.6	500	3	0.6	0.6	493	0	0.0	0.0
trv	Taroko	2499	11	0.4	0.44017607042817125	503	4	0.8	0.7952286282306164	503	1	0.2	0.1988071570576541	500	4	0.8	0.8	500	2	0.4	0.4	493	0	0.0	0.0
roa-ole	Old Leonese	2499	1	0.0	0.040016006402561026	503	0	0.0	0.0	503	1	0.2	0.1988071570576541	500	0	0.0	0.0	500	0	0.0	0.0	493	0	0.0	0.0
pnh	Penrhyn	2499	1	0.0	0.040016006402561026	503	1	0.2	0.1988071570576541	503	0	0.0	0.0	500	0	0.0	0.0	500	0	0.0	0.0	493	0	0.0	0.0
xme-ott	Old Tati	2499	0	0.0	0.0	503	0	0.0	0.0	503	0	0.0	0.0	500	0	0.0	0.0	500	0	0.0	0.0	493	0	0.0	0.0
